location,area_sqft,bhk,bathrooms,floor,total_floors,age_of_property,parking,lift,actual_price
ghansoli,576.05,2.4597701149425286,1.0,10,4.0,6.7,0,0,9218165
cbd belapur,991.69,2,1.0,27,2.0,0.9,0,1,19350569
ghansoli,1168.63,3,2.5295887662988967,24,19.0,12.6,0,0,24371117
nerul,996.27,2,3.0,16.55400254129606,19.0,15.1,1,1,13948821
nerul,1502.06,2,2.5295887662988967,3,6.0,20.2,1,1,26499671
ghansoli,1638.86,2.4597701149425286,4.0,20,26.0,3.4,0,1,24329491
panvel,618.72,3,2.0,26,30.0,4.1,0,0,10293266
belapur,670.16,2,4.0,14,23.0,6.7,0,0,9374768
nerul,587.2,3,2.5295887662988967,29,9.0,9.1,1,0,6787963
airoli,1745.94,4,4.0,33,24.0,10.1,1,0,26935251
panvel,781.17,1,2.0,7,36.0,8.2,0,1,8288742
panvel,1206.76,2,1.0,15,5.0,1.8,1,1,11736338
cbd belapur,866.39,1,3.0,31,39.0,11.2,0,1,11461874
belapur,898.44,2,4.0,5,30.0,10.0,0,1,15151238
nerul,1447.29,2,3.0,8,39.0,12.2,0,0,26774092
panvel,1123.91,4,4.0,19,30.0,10.9,1,0,22734889
nerul,1283.69,3,3.0,8,16.0,9.6,1,1,21057553
ghansoli,373.41,4,2.5295887662988967,27,9.0,6.7,0,0,5265649
vashi,572.78,2,1.0,20,4.0,16.4,1,0,9205142
airoli,1539.62,4,4.0,30,14.0,5.9,0,0,26567934
kharghar,890.89,2,2.5295887662988967,33,16.0,5.3,0,1,15336455
airoli,621.54,3,4.0,16,34.0,11.2,0,1,6796636
ghansoli,935.67,2,2.0,19,26.0,17.4,1,0,12623654
kharghar,1325.99,2.4597701149425286,2.5295887662988967,14,13.0,5.7,1,1,16492796
belapur,1142.0,1,2.5295887662988967,16.55400254129606,19.0,16.5,1,0,15613453
vashi,1163.79,2,3.0,30,18.0,7.2,0,1,12224124
ghansoli,1058.39,2.4597701149425286,3.0,1,34.0,9.8,1,0,14173572
panvel,1031.81,2,1.0,5,19.0,5.0,1,0,10638015
vashi,906.74,2.4597701149425286,2.0,25,24.0,14.7,0,1,14844229
airoli,1369.39,2,4.0,29,35.0,2.1,0,0,13662640
cbd belapur,-212.8,2.4597701149425286,1.0,10,2.0,5.8,0,1,-2219023
airoli,182.13,2.4597701149425286,4.0,20,8.0,7.9,0,0,2814011
kharghar,1222.54,2,4.0,27,7.0,1.1,0,0,19693348
airoli,780.07,2,1.0,4,7.0,11.0,1,0,10187834
kharghar,252.17,4,4.0,15,34.0,2.5,0,0,4765899
airoli,1416.32,1,3.0,5,10.0,6.8,1,1,25634365
vashi,1405.95,2.4597701149425286,2.0,20,33.0,15.9,1,1,18405870
kharghar,1589.46,2.4597701149425286,3.0,16,24.0,11.4,1,0,15818773
ghansoli,176.68,3,4.0,18,19.846280312371558,14.4,1,0,3153927
nerul,1154.57,2.4597701149425286,3.0,8,12.0,9.9,0,0,18397192
panvel,1616.89,2,3.0,1,9.0,17.1,1,0,23624001
airoli,549.35,2,2.5295887662988967,25,21.0,6.3,1,1,8244627
airoli,668.21,1,2.5295887662988967,8,34.0,3.6,1,0,10295079
vashi,1355.47,4,4.0,20,34.0,1.4,1,1,19070710
ghansoli,603.14,2.4597701149425286,2.0,15,11.0,11.7,0,0,5885009
panvel,1296.08,1,2.5295887662988967,16.55400254129606,12.0,9.0,0,1,21785064
airoli,323.46,2,2.5295887662988967,31,34.0,0.1,0,0,4305282
nerul,826.98,3,1.0,13,1.0,10.7,1,1,13655278
airoli,804.43,2.4597701149425286,1.0,6,28.0,6.3,1,0,9062825
belapur,1245.86,2.4597701149425286,4.0,28,32.0,3.5,0,0,12193175
vashi,1920.59,2,2.0,11,4.0,4.6,0,1,34287452
vashi,944.12,3,2.5295887662988967,6,33.0,9.6,1,1,14188597
airoli,1023.92,4,4.0,21,39.0,15.5,0,1,16005707
panvel,1362.37,3,3.0,28,2.0,6.3,1,0,18267211
vashi,71.94,2,1.0,32,26.0,16.8,0,1,741093
panvel,1193.49,3,1.0,8,21.0,4.7,0,0,15118988
airoli,424.33,2,4.0,1,19.846280312371558,12.8,1,0,4764755
nerul,562.32,1,3.0,20,9.0,11.3,0,0,7803921
panvel,1367.0,2,1.0,2,22.0,6.7,1,0,19265645
kharghar,1567.12,3,4.0,26,7.0,6.0,1,0,21212751
ghansoli,823.96,4,3.0,11,10.0,13.6,1,0,12669980
airoli,814.19,2.4597701149425286,2.0,19,32.0,13.8,0,1,8680166
ghansoli,118.15,2,4.0,30,30.0,12.1,1,0,1377617
kharghar,1527.51,2,4.0,11,35.0,7.5,1,0,27057843
panvel,1541.63,4,2.5295887662988967,4,15.0,11.7,0,0,25078759
nerul,1624.64,2,1.0,16,22.0,6.0,0,1,22972974
panvel,845.99,2,2.0,16,22.0,2.7,1,1,9819163
nerul,932.1,3,3.0,13,2.0,1.8,1,0,12545862
cbd belapur,505.07,2,4.0,28,1.0,1.0,0,0,6497586
nerul,1168.69,3,2.5295887662988967,4,37.0,4.6,0,1,16099314
vashi,1590.43,2,2.0,22,26.0,13.4,0,1,18051734
ulwe,1019.58,2.4597701149425286,2.5295887662988967,9,9.0,4.3,0,0,14783670
cbd belapur,1102.77,4,1.0,13,14.0,10.6,1,1,18729855
panvel,3430.9657487994687,4,2.0,6,17.0,15.6,0,0,50507091.96410894
panvel,821.3,1,4.0,31,10.0,7.8,0,1,11071022
airoli,1418.03,2,2.0,23,13.0,6.4,0,0,22495657
airoli,1035.93,2,3.0,16.55400254129606,19.0,4.6,0,1,14055185
cbd belapur,689.71,4,4.0,28,32.0,14.4,0,1,8686511
belapur,569.07,2.4597701149425286,1.0,8,36.0,3.9,1,0,9334759
nerul,863.15,2,4.0,27,29.0,11.2,0,0,13071995
airoli,426.14,2,2.0,9,31.0,3.5,0,1,8089450
nerul,1139.39,3,3.0,13,12.0,6.4,0,1,15896538
kharghar,667.31,3,4.0,30,11.0,13.4,0,0,13622946
ulwe,508.53,1,3.0,3,21.0,6.0,0,0,9052660
panvel,616.65,2.4597701149425286,4.0,13,29.0,5.8,0,0,7723969
airoli,922.71,2.4597701149425286,3.0,4,28.0,7.1,0,1,11930283
nerul,202.07,2.4597701149425286,2.5295887662988967,14,23.0,1.0,1,1,1987967
airoli,1494.64,2.4597701149425286,4.0,6,38.0,8.3,0,1,23901945
nerul,383.43,2.4597701149425286,1.0,27,35.0,11.9,1,1,5444153
panvel,985.76,2,4.0,22,1.0,5.3,1,0,11652792
cbd belapur,747.8,1,3.0,1,24.0,9.3,0,0,9290794
ghansoli,1434.85,3,3.0,15,19.846280312371558,0.6,1,0,25209664
belapur,1072.1,2,4.0,27,4.0,11.5,0,1,11258185
ghansoli,1536.14,4,2.5295887662988967,10,11.0,8.3,1,1,27471264
panvel,1290.63,2,2.5295887662988967,7,19.0,15.7,1,0,22002462
kharghar,346.72,2,1.0,16.55400254129606,26.0,1.1,1,0,3151897
ulwe,751.8,2,1.0,6,9.0,12.1,1,0,13021475
airoli,799.06,1,3.0,29,11.0,12.3,0,0,14239329
vashi,872.27,2,3.0,26,24.0,2.7,1,0,11750934
cbd belapur,1012.82,3,3.0,16.55400254129606,9.0,14.5,0,1,15820501
panvel,1264.56,2.4597701149425286,2.5295887662988967,18,39.0,4.6,0,0,16315249
cbd belapur,1042.84,3,2.5295887662988967,28,16.0,11.0,0,0,10827840
nerul,306.19,2.4597701149425286,1.0,16.55400254129606,7.0,3.8,1,0,4023705
airoli,336.28,2,1.0,21,29.0,13.5,1,1,4129277
ulwe,501.93,2.4597701149425286,3.0,21,26.0,12.9,0,0,6177770
cbd belapur,847.49,1,2.5295887662988967,29,39.0,6.6,0,1,14811106
panvel,538.25,4,2.5295887662988967,11,30.0,0.1,0,0,10033634
cbd belapur,299.47,2.4597701149425286,2.0,29,6.0,6.9,1,1,4691502
kharghar,358.49,4,2.0,28,8.0,18.0,1,0,4672180
vashi,706.56,4,3.0,16.55400254129606,9.0,4.8,0,1,10383574
kharghar,206.2,2.4597701149425286,4.0,24,15.0,1.8,0,0,3021560
nerul,841.89,2,1.0,4,23.0,9.3,1,1,11685517
panvel,1632.01,4,1.0,16.55400254129606,35.0,6.2,1,1,28029682
nerul,-296.66,4,2.0,9,30.0,8.3,0,0,-3779417
nerul,1676.7,1,4.0,32,13.0,0.4,1,1,31773486
nerul,831.49,2,4.0,22,3.0,1.6,0,0,11090266
panvel,1246.43,2.4597701149425286,2.5295887662988967,10,14.0,2.7,0,1,15339397
airoli,1491.12,3,3.0,13,2.0,5.2,0,0,30183791
ghansoli,1418.72,3,1.0,15,11.0,17.0,0,0,18420918
kharghar,1002.79,1,1.0,9,24.0,2.9,1,1,10342482
panvel,789.05,2.4597701149425286,2.0,31,36.0,12.6,0,0,8398839
vashi,428.21,4,1.0,6,16.0,12.0,0,0,4424910
belapur,1118.67,2,2.5295887662988967,12,17.0,5.4,1,1,21536826
vashi,549.11,3,2.0,1,4.0,3.5,1,0,8401547
kharghar,750.15,1,2.5295887662988967,34,5.0,7.6,0,0,9911988
nerul,1154.53,3,2.5295887662988967,25,5.0,16.0,1,1,14143627
airoli,1006.37,1,2.0,6,39.0,8.9,0,0,9733351
cbd belapur,906.05,1,3.0,27,33.0,6.9,0,1,15007645
airoli,1200.64,2.4597701149425286,1.0,20,33.0,4.0,0,0,12782604
kharghar,3430.9657487994687,2.4597701149425286,3.0,8,38.0,0.9,0,1,42275559
vashi,1119.63,2,1.0,17,8.0,8.2,0,1,14491788
belapur,1561.5,2.4597701149425286,2.5295887662988967,5,32.0,7.5,0,1,18390886
cbd belapur,161.41,2,1.0,16,28.0,11.7,0,1,3139578
airoli,502.49,2,1.0,30,19.846280312371558,18.6,1,1,7210624
ulwe,941.64,2,4.0,6,1.0,8.7,0,1,12455666
kharghar,489.59,2,4.0,25,38.0,10.3,1,0,7571465
airoli,1291.59,2,4.0,28,29.0,6.4,1,0,22361575
nerul,628.27,1,4.0,1,12.0,13.4,0,0,11542185
ghansoli,317.7,2.4597701149425286,2.0,28,24.0,7.6,0,0,4234835
ulwe,800.33,2.4597701149425286,4.0,30,18.0,7.1,0,0,12211025
ghansoli,1596.15,1,4.0,7,35.0,6.1,1,0,24146058
ulwe,1092.49,1,2.0,17,6.0,0.5,0,0,18636619
ghansoli,1146.8,2,2.5295887662988967,5,13.0,1.6,1,0,14531583
kharghar,1668.54,2.4597701149425286,2.5295887662988967,23,32.0,12.2,0,0,15209924
nerul,730.64,4,1.0,31,28.0,7.6,0,0,14908526
ulwe,1127.41,4,3.0,8,7.0,2.2,1,0,15368589
panvel,1281.23,4,3.0,0,11.0,6.4,0,1,16900871
airoli,797.44,1,2.5295887662988967,8,21.0,10.3,0,0,14704406
cbd belapur,1459.77,2,3.0,2,22.0,7.0,1,0,23467717
nerul,679.44,2,2.0,15,13.0,18.8,0,0,6970778
nerul,167.98,2,2.5295887662988967,33,8.0,5.8,0,0,2882719
airoli,3430.9657487994687,2,1.0,32,13.0,6.2,0,1,50507091.96410894
nerul,833.3,1,1.0,11,33.0,7.6,0,0,10649173
nerul,931.61,2,2.5295887662988967,27,25.0,1.1,0,0,9750071
panvel,1055.01,2.4597701149425286,3.0,15,18.0,2.2,1,1,13327818
airoli,802.27,2,4.0,20,25.0,1.5,1,0,13071213
kharghar,682.08,3,2.5295887662988967,6,15.0,2.7,1,0,11206167
cbd belapur,1117.88,2,4.0,6,22.0,9.7,0,0,17837051
ghansoli,841.85,4,2.5295887662988967,22,21.0,0.3,0,1,9638746
kharghar,690.29,3,4.0,22,13.0,13.7,0,0,10840190
nerul,612.46,2,3.0,8,20.0,13.3,0,0,8556045
airoli,1517.41,2,2.5295887662988967,9,4.0,6.9,0,0,25306497
panvel,1019.93,4,3.0,19,15.0,0.7,0,1,18041045
airoli,1097.86,2,4.0,28,6.0,7.4,0,0,13913702
nerul,932.59,2.4597701149425286,2.0,18,36.0,5.5,0,0,10368699
ulwe,3430.9657487994687,1,2.0,1,35.0,11.7,1,0,50507091.96410894
kharghar,1082.78,1,1.0,16,32.0,12.8,0,0,12708383
panvel,816.37,1,2.5295887662988967,8,25.0,11.4,0,0,14742160
